date,steps,grossCalories,calories,distanceInMeters,activeTimeInSeconds
"06/17/2015, 4:30:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 4:45:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 5:00:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 5:15:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 5:30:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 5:45:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 6:00:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 6:15:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 6:30:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 6:45:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 7:00:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 7:15:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 7:30:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 7:45:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 8:00:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 8:15:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 8:30:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 8:45:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 9:00:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 9:15:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 9:30:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/17/2015, 9:45:00 AM -0400",29.0,0.5,0.5,28.0,0.0
"06/17/2015, 10:00:00 AM -0400",28.0,0.5,0.5,30.0,0.0
"06/17/2015, 10:15:00 AM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 10:30:00 AM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 10:45:00 AM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 11:00:00 AM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 11:15:00 AM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 11:30:00 AM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 11:45:00 AM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 12:00:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 12:15:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 12:30:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 12:45:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 1:00:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 1:15:00 PM -0400",92.0,1.7,1.7,87.0,0.0
"06/17/2015, 1:30:00 PM -0400",29.0,0.5,0.5,24.0,0.0
"06/17/2015, 1:45:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 2:00:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 2:15:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 2:30:00 PM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 2:45:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 3:00:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 3:15:00 PM -0400",7.0,0.1,0.1,0.0,0.0
"06/17/2015, 3:30:00 PM -0400",7.0,0.1,0.1,0.0,0.0
"06/17/2015, 3:45:00 PM -0400",6.0,0.1,0.1,0.0,0.0
"06/17/2015, 4:00:00 PM -0400",4.0,0.1,0.1,0.0,0.0
"06/17/2015, 4:15:00 PM -0400",4.0,0.1,0.1,0.0,0.0
"06/17/2015, 4:30:00 PM -0400",4.0,0.1,0.1,0.0,0.0
"06/17/2015, 4:45:00 PM -0400",4.0,0.1,0.1,0.0,0.0
"06/17/2015, 5:00:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 5:15:00 PM -0400",4.0,0.1,0.1,0.0,0.0
"06/17/2015, 5:30:00 PM -0400",4.0,0.1,0.1,0.0,0.0
"06/17/2015, 5:45:00 PM -0400",8.0,0.2,0.2,0.0,0.0
"06/17/2015, 6:00:00 PM -0400",8.0,0.2,0.2,0.0,0.0
"06/17/2015, 6:15:00 PM -0400",5.0,0.1,0.1,0.0,0.0
"06/17/2015, 6:30:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 6:45:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 7:00:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 7:15:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 7:30:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 7:45:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 8:00:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 8:15:00 PM -0400",3.0,0.1,0.1,0.0,0.0
"06/17/2015, 8:30:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 8:45:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 9:00:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 9:15:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 9:30:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 9:45:00 PM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 10:00:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 10:15:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 10:30:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 10:45:00 PM -0400",2.0,0.0,0.0,0.0,0.0
"06/17/2015, 11:00:00 PM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 11:15:00 PM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 11:30:00 PM -0400",1.0,0.0,0.0,0.0,0.0
"06/17/2015, 11:45:00 PM -0400",0.0,0.0,0.0,0.0,0.0
"06/18/2015, 12:00:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/18/2015, 12:15:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/18/2015, 12:30:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/18/2015, 12:45:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/18/2015, 1:00:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/18/2015, 1:15:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/18/2015, 1:30:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/18/2015, 1:45:00 AM -0400",0.0,0.0,0.0,0.0,0.0
"06/18/2015, 2:00:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/18/2015, 2:15:00 AM -0400",1.0,0.0,0.0,0.0,0.0
"06/18/2015, 2:30:00 AM -0400",0.0,0.0,0.0,0.0,0.0
